ID;invoice_ID;rule_ID;check_code;check_group;invoice_item_ID;line_number;status;severity;severity_source;na_reason;exception_ID;message;evaluated_at;evaluated_by;bypassed_by;bypassed_at;bypass_reason
1d500000-0000-4000-8000-000000000055;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000018;INV471;PRICE;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is no contract to compare charges against.;;No order resolved for this line, so there is no contract to compare charges against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000056;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000019;INV472;PRICE;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is no contract to compare charges against.;;No order resolved for this line, so there is no contract to compare charges against.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000057;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000016;INV454;PRICE;;;NOT_APPLICABLE;;;The document states no net total, so the derived figure has nothing to disagree with.;;The document states no net total, so the derived figure has nothing to disagree with.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000058;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000023;INV453;COVERAGE;;;NOT_APPLICABLE;;;Registered and NOT IMPLEMENTED. VR30 in 03-VALIDATION-RULES, never built. The Unbilled Tickets screen READS this exposure and nothing RAISES it against an invoice at period close, which needs a period-close trigger and no scheduler exists.;;Registered and NOT IMPLEMENTED. VR30 in 03-VALIDATION-RULES, never built. The Unbilled Tickets screen READS this exposure and nothing RAISES it against an invoice at period close, which needs a period-close trigger and no scheduler exists.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000059;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000020;INV473;DUPLICATE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000060;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000021;INV455;DUPLICATE;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;The line names no ticket, so there is no key to detect a duplicate on (INV450).;;The line names no ticket, so there is no key to detect a duplicate on (INV450).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000061;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000021;INV455;DUPLICATE;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;The line names no ticket, so there is no key to detect a duplicate on (INV450).;;The line names no ticket, so there is no key to detect a duplicate on (INV450).;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000062;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000022;INV474;DUPLICATE;6ca3b4c5-cccc-4000-8000-000000006001;1;NOT_APPLICABLE;;;No order resolved for this line, so there is no order-and-GR key to duplicate on.;;No order resolved for this line, so there is no order-and-GR key to duplicate on.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000063;5bf2a3b4-bbbb-4000-8000-000000006001;21a00006-0000-4000-8000-000000000022;INV474;DUPLICATE;6ca3b4c5-cccc-4000-8000-000000006002;2;NOT_APPLICABLE;;;No order resolved for this line, so there is no order-and-GR key to duplicate on.;;No order resolved for this line, so there is no order-and-GR key to duplicate on.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000064;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000001;INV459;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000065;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000002;INV460;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000066;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000003;INV461;CAPTURE;;;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000067;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000004;INV450;RESOLUTION;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000068;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000005;INV462;RESOLUTION;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000069;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000006;INV463;RESOLUTION;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000070;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000007;INV464;RESOLUTION;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000071;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000009;INV466;RESOLUTION;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000072;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000008;INV465;RESOLUTION;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000073;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000013;INV456;QUANTITY;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000074;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000012;INV468;QUANTITY;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000075;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000010;INV451;QUANTITY;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;Invoiced 10000 against goods receipt 10000 (0%), inside TOL-INV-QTY.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000076;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000011;INV467;QUANTITY;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000077;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000015;INV469;PRICE;21a00005-0000-4000-8000-000000000012;10;PASSED;;;;;;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000078;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000017;INV470;PRICE;21a00005-0000-4000-8000-000000000012;10;FAILED;WARNING;REGISTRY_DEFAULT;;e0c00000-0000-4000-8000-000000000014;Contract price for FO-MNL-20260414-0007 is PROVISIONAL (88.3785 USD/KG, settles 2026-01). The price comparison is SUSPENDED, not passed.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
1d500000-0000-4000-8000-000000000079;21a00004-0000-4000-8000-000000000006;21a00006-0000-4000-8000-000000000014;INV452;PRICE;21a00005-0000-4000-8000-000000000012;10;NOT_APPLICABLE;;;The contract price is PROVISIONAL (INV470), so the price comparison was suspended rather than passed.;;The contract price is PROVISIONAL (INV470), so the price comparison was suspended rather than passed.;2026-09-01T09:00:00Z;ap.clerk@airline.com;;;
